Producto base;Descripción diseño;ID ensayo;Nombre formulación;Fecha ensayo;Resultado;Materia prima;% peso;Motivo / comentario;Producto final;Fórmula OK;Riquezas;Spec_Descripcion;Spec_Aspecto;Spec_Color;Spec_Densidad;Spec_pH;Spec_Quimica;Validacion_JSON;Fecha_Validacion
FOLICAT ZNMO - MN;Formulación nutricional con microelementos (Zn-Mo-Mn) quelados, diseñada para estabilidad y compatibilidad en suspensión.;ID-176;CALIDAD - ID.2025.91 FOLICAT Zn Mo Mn ORIGI F5.1;17/07/2025;OK NO LIBERADO;AGUA INICIAL;46,08;"Se ajusta urea por exceso de N debido al EDTA añadido; versión estable sin olor amoniacal ni reacciones ácido-base marcadas.";FOLICAT ZNMO - MN;ID-74 || CALIDAD - ID.2025.41 FOLICAT Zn Mo Mn ORIGI F5;La formulación final ha logrado una solución líquida estable con el equilibrio previsto de zinc, molibdeno y manganeso. El ajuste del EDTA permitió mantener el Zn soluble y asegurar el nivel de nitrógeno dentro del rango de diseño. El producto cumple plenamente los criterios de calidad y comportamiento en estabilidad.;;;;;;;;
FOLICAT ZNMO - MN;Formulación nutricional con microelementos (Zn-Mo-Mn) quelados, diseñada para estabilidad y compatibilidad en suspensión.;ID-176;CALIDAD - ID.2025.91 FOLICAT Zn Mo Mn ORIGI F5.1;17/07/2025;OK NO LIBERADO;EDTA TETRASODICO;0,1;"Se ajusta urea por exceso de N debido al EDTA añadido; versión estable sin olor amoniacal ni reacciones ácido-base marcadas.";FOLICAT ZNMO - MN;ID-74 || CALIDAD - ID.2025.41 FOLICAT Zn Mo Mn ORIGI F5;La formulación final ha logrado una solución líquida estable con el equilibrio previsto de zinc, molibdeno y manganeso. El ajuste del EDTA permitió mantener el Zn soluble y asegurar el nivel de nitrógeno dentro del rango de diseño. El producto cumple plenamente los criterios de calidad y comportamiento en estabilidad.;;;;;;;;
FOLICAT ZNMO - MN;Formulación nutricional con microelementos (Zn-Mo-Mn) quelados, diseñada para estabilidad y compatibilidad en suspensión.;ID-176;CALIDAD - ID.2025.91 FOLICAT Zn Mo Mn ORIGI F5.1;17/07/2025;OK NO LIBERADO;BIOPOL KF78;0,1;"Se ajusta urea por exceso de N debido al EDTA añadido; versión estable sin olor amoniacal ni reacciones ácido-base marcadas.";FOLICAT ZNMO - MN;ID-74 || CALIDAD - ID.2025.41 FOLICAT Zn Mo Mn ORIGI F5;La formulación final ha logrado una solución líquida estable con el equilibrio previsto de zinc, molibdeno y manganeso. El ajuste del EDTA permitió mantener el Zn soluble y asegurar el nivel de nitrógeno dentro del rango de diseño. El producto cumple plenamente los criterios de calidad y comportamiento en estabilidad.;;;;;;;;
FOLICAT ZNMO - MN;Formulación nutricional con microelementos (Zn-Mo-Mn) quelados, diseñada para estabilidad y compatibilidad en suspensión.;ID-176;CALIDAD - ID.2025.91 FOLICAT Zn Mo Mn ORIGI F5.1;17/07/2025;OK NO LIBERADO;PROTE FOAM ESS;0,02;"Se ajusta urea por exceso de N debido al EDTA añadido; versión estable sin olor amoniacal ni reacciones ácido-base marcadas.";FOLICAT ZNMO - MN;ID-74 || CALIDAD - ID.2025.41 FOLICAT Zn Mo Mn ORIGI F5;La formulación final ha logrado una solución líquida estable con el equilibrio previsto de zinc, molibdeno y manganeso. El ajuste del EDTA permitió mantener el Zn soluble y asegurar el nivel de nitrógeno dentro del rango de diseño. El producto cumple plenamente los criterios de calidad y comportamiento en estabilidad.;;;;;;;;
FOLICAT ZNMO - MN;Formulación nutricional con microelementos (Zn-Mo-Mn) quelados, diseñada para estabilidad y compatibilidad en suspensión.;ID-176;CALIDAD - ID.2025.91 FOLICAT Zn Mo Mn ORIGI F5.1;17/07/2025;OK NO LIBERADO;MOLIBDATO SODICO 25KG;3,9;"Se ajusta urea por exceso de N debido al EDTA añadido; versión estable sin olor amoniacal ni reacciones ácido-base marcadas.";FOLICAT ZNMO - MN;ID-74 || CALIDAD - ID.2025.41 FOLICAT Zn Mo Mn ORIGI F5;La formulación final ha logrado una solución líquida estable con el equilibrio previsto de zinc, molibdeno y manganeso. El ajuste del EDTA permitió mantener el Zn soluble y asegurar el nivel de nitrógeno dentro del rango de diseño. El producto cumple plenamente los criterios de calidad y comportamiento en estabilidad.;;;;;;;;
FOLICAT ZNMO - MN;Formulación nutricional con microelementos (Zn-Mo-Mn) quelados, diseñada para estabilidad y compatibilidad en suspensión.;ID-176;CALIDAD - ID.2025.91 FOLICAT Zn Mo Mn ORIGI F5.1;17/07/2025;OK NO LIBERADO;GLUCONATO SODICO;3;"Se ajusta urea por exceso de N debido al EDTA añadido; versión estable sin olor amoniacal ni reacciones ácido-base marcadas.";FOLICAT ZNMO - MN;ID-74 || CALIDAD - ID.2025.41 FOLICAT Zn Mo Mn ORIGI F5;La formulación final ha logrado una solución líquida estable con el equilibrio previsto de zinc, molibdeno y manganeso. El ajuste del EDTA permitió mantener el Zn soluble y asegurar el nivel de nitrógeno dentro del rango de diseño. El producto cumple plenamente los criterios de calidad y comportamiento en estabilidad.;;;;;;;;
FOLICAT ZNMO - MN;Formulación nutricional con microelementos (Zn-Mo-Mn) quelados, diseñada para estabilidad y compatibilidad en suspensión.;ID-176;CALIDAD - ID.2025.91 FOLICAT Zn Mo Mn ORIGI F5.1;17/07/2025;OK NO LIBERADO;EDTA DE ZINC;14;"Se ajusta urea por exceso de N debido al EDTA añadido; versión estable sin olor amoniacal ni reacciones ácido-base marcadas.";FOLICAT ZNMO - MN;ID-74 || CALIDAD - ID.2025.41 FOLICAT Zn Mo Mn ORIGI F5;La formulación final ha logrado una solución líquida estable con el equilibrio previsto de zinc, molibdeno y manganeso. El ajuste del EDTA permitió mantener el Zn soluble y asegurar el nivel de nitrógeno dentro del rango de diseño. El producto cumple plenamente los criterios de calidad y comportamiento en estabilidad.;;;;;;;;
FOLICAT ZNMO - MN;Formulación nutricional con microelementos (Zn-Mo-Mn) quelados, diseñada para estabilidad y compatibilidad en suspensión.;ID-176;CALIDAD - ID.2025.91 FOLICAT Zn Mo Mn ORIGI F5.1;17/07/2025;OK NO LIBERADO;ACIDO CITRICO MONOHIDRATADO;0,4;"Se ajusta urea por exceso de N debido al EDTA añadido; versión estable sin olor amoniacal ni reacciones ácido-base marcadas.";FOLICAT ZNMO - MN;ID-74 || CALIDAD - ID.2025.41 FOLICAT Zn Mo Mn ORIGI F5;La formulación final ha logrado una solución líquida estable con el equilibrio previsto de zinc, molibdeno y manganeso. El ajuste del EDTA permitió mantener el Zn soluble y asegurar el nivel de nitrógeno dentro del rango de diseño. El producto cumple plenamente los criterios de calidad y comportamiento en estabilidad.;;;;;;;;
FOLICAT ZNMO - MN;Formulación nutricional con microelementos (Zn-Mo-Mn) quelados, diseñada para estabilidad y compatibilidad en suspensión.;ID-176;CALIDAD - ID.2025.91 FOLICAT Zn Mo Mn ORIGI F5.1;17/07/2025;OK NO LIBERADO;SECOFIT;20,1;"Se ajusta urea por exceso de N debido al EDTA añadido; versión estable sin olor amoniacal ni reacciones ácido-base marcadas.";FOLICAT ZNMO - MN;ID-74 || CALIDAD - ID.2025.41 FOLICAT Zn Mo Mn ORIGI F5;La formulación final ha logrado una solución líquida estable con el equilibrio previsto de zinc, molibdeno y manganeso. El ajuste del EDTA permitió mantener el Zn soluble y asegurar el nivel de nitrógeno dentro del rango de diseño. El producto cumple plenamente los criterios de calidad y comportamiento en estabilidad.;;;;;;;;
FOLICAT ZNMO - MN;Formulación nutricional con microelementos (Zn-Mo-Mn) quelados, diseñada para estabilidad y compatibilidad en suspensión.;ID-176;CALIDAD - ID.2025.91 FOLICAT Zn Mo Mn ORIGI F5.1;17/07/2025;OK NO LIBERADO;GLICINA;3,6;"Se ajusta urea por exceso de N debido al EDTA añadido; versión estable sin olor amoniacal ni reacciones ácido-base marcadas.";FOLICAT ZNMO - MN;ID-74 || CALIDAD - ID.2025.41 FOLICAT Zn Mo Mn ORIGI F5;La formulación final ha logrado una solución líquida estable con el equilibrio previsto de zinc, molibdeno y manganeso. El ajuste del EDTA permitió mantener el Zn soluble y asegurar el nivel de nitrógeno dentro del rango de diseño. El producto cumple plenamente los criterios de calidad y comportamiento en estabilidad.;;;;;;;;
FOLICAT ZNMO - MN;Formulación nutricional con microelementos (Zn-Mo-Mn) quelados, diseñada para estabilidad y compatibilidad en suspensión.;ID-176;CALIDAD - ID.2025.91 FOLICAT Zn Mo Mn ORIGI F5.1;17/07/2025;OK NO LIBERADO;AL-2575 1000KG;2;"Se ajusta urea por exceso de N debido al EDTA añadido; versión estable sin olor amoniacal ni reacciones ácido-base marcadas.";FOLICAT ZNMO - MN;ID-74 || CALIDAD - ID.2025.41 FOLICAT Zn Mo Mn ORIGI F5;La formulación final ha logrado una solución líquida estable con el equilibrio previsto de zinc, molibdeno y manganeso. El ajuste del EDTA permitió mantener el Zn soluble y asegurar el nivel de nitrógeno dentro del rango de diseño. El producto cumple plenamente los criterios de calidad y comportamiento en estabilidad.;;;;;;;;
FOLICAT ZNMO - MN;Formulación nutricional con microelementos (Zn-Mo-Mn) quelados, diseñada para estabilidad y compatibilidad en suspensión.;ID-176;CALIDAD - ID.2025.91 FOLICAT Zn Mo Mn ORIGI F5.1;17/07/2025;OK NO LIBERADO;GLICINA BETAINA ECO ;0,8;"Se ajusta urea por exceso de N debido al EDTA añadido; versión estable sin olor amoniacal ni reacciones ácido-base marcadas.";FOLICAT ZNMO - MN;ID-74 || CALIDAD - ID.2025.41 FOLICAT Zn Mo Mn ORIGI F5;La formulación final ha logrado una solución líquida estable con el equilibrio previsto de zinc, molibdeno y manganeso. El ajuste del EDTA permitió mantener el Zn soluble y asegurar el nivel de nitrógeno dentro del rango de diseño. El producto cumple plenamente los criterios de calidad y comportamiento en estabilidad.;;;;;;;;
FOLICAT ZNMO - MN;Formulación nutricional con microelementos (Zn-Mo-Mn) quelados, diseñada para estabilidad y compatibilidad en suspensión.;ID-176;CALIDAD - ID.2025.91 FOLICAT Zn Mo Mn ORIGI F5.1;17/07/2025;OK NO LIBERADO;EDTA MANGANESO ;3,9;"Se ajusta urea por exceso de N debido al EDTA añadido; versión estable sin olor amoniacal ni reacciones ácido-base marcadas.";FOLICAT ZNMO - MN;ID-74 || CALIDAD - ID.2025.41 FOLICAT Zn Mo Mn ORIGI F5;La formulación final ha logrado una solución líquida estable con el equilibrio previsto de zinc, molibdeno y manganeso. El ajuste del EDTA permitió mantener el Zn soluble y asegurar el nivel de nitrógeno dentro del rango de diseño. El producto cumple plenamente los criterios de calidad y comportamiento en estabilidad.;;;;;;;;
FOLICAT ZNMO - MN;Formulación nutricional con microelementos (Zn-Mo-Mn) quelados, diseñada para estabilidad y compatibilidad en suspensión.;ID-176;CALIDAD - ID.2025.91 FOLICAT Zn Mo Mn ORIGI F5.1;17/07/2025;OK NO LIBERADO;UREA FOLIAR;2;"Se ajusta urea por exceso de N debido al EDTA añadido; versión estable sin olor amoniacal ni reacciones ácido-base marcadas.";ARCHER ECLIPSE ACTIRON;ID-180 || CALIDAD - ID.2025.89 ARCHER ECLIPSE ACTIRON AT4 -F2;Se ha obtenido una solución cálcica enriquecida con Mn y Zn que mantiene fluidez y estabilidad incluso en condiciones de estufa. La sustitución por ACTIRON AT4 ha permitido evitar cuajados y asegurar la acción protectora prevista. El producto cumple los parámetros nutricionales y de desempeño lumínico solicitados.;;;;;;;;
ARCHER ECLIPSE ACTIRON;Formulación con Ca-Zn-Mn orientada a uso nutricional y protección frente a alta radiación, adaptada a variante ACTIRON.;ID-40;CALIDAD - ARCHER ECLIPSE ACTIRON AT4;18/03/2025;NOK;AGUA INICIAL;29,269;"Ensayo inicial ACTIRON; problemas de compatibilidad y fases por saturación de carbonatos.";ARCHER ECLIPSE ACTIRON;ID-180 || CALIDAD - ID.2025.89 ARCHER ECLIPSE ACTIRON AT4 -F2;Se ha obtenido una solución cálcica enriquecida con Mn y Zn que mantiene fluidez y estabilidad incluso en condiciones de estufa. La sustitución por ACTIRON AT4 ha permitido evitar cuajados y asegurar la acción protectora prevista. El producto cumple los parámetros nutricionales y de desempeño lumínico solicitados.;;;;;;;;
ARCHER ECLIPSE ACTIRON;Formulación con Ca-Zn-Mn orientada a uso nutricional y protección frente a alta radiación, adaptada a variante ACTIRON.;ID-40;CALIDAD - ARCHER ECLIPSE ACTIRON AT4;18/03/2025;NOK;OXIDO ZINC;1,9;"Ensayo inicial ACTIRON; problemas de compatibilidad y fases por saturación de carbonatos.";ARCHER ECLIPSE ACTIRON;ID-180 || CALIDAD - ID.2025.89 ARCHER ECLIPSE ACTIRON AT4 -F2;Se ha obtenido una solución cálcica enriquecida con Mn y Zn que mantiene fluidez y estabilidad incluso en condiciones de estufa. La sustitución por ACTIRON AT4 ha permitido evitar cuajados y asegurar la acción protectora prevista. El producto cumple los parámetros nutricionales y de desempeño lumínico solicitados.;;;;;;;;
ARCHER ECLIPSE ACTIRON;Formulación con Ca-Zn-Mn orientada a uso nutricional y protección frente a alta radiación, adaptada a variante ACTIRON.;ID-40;CALIDAD - ARCHER ECLIPSE ACTIRON AT4;18/03/2025;NOK;BIOPOL KF78;0,2;"Ensayo inicial ACTIRON; problemas de compatibilidad y fases por saturación de carbonatos.";ARCHER ECLIPSE ACTIRON;ID-180 || CALIDAD - ID.2025.89 ARCHER ECLIPSE ACTIRON AT4 -F2;Se ha obtenido una solución cálcica enriquecida con Mn y Zn que mantiene fluidez y estabilidad incluso en condiciones de estufa. La sustitución por ACTIRON AT4 ha permitido evitar cuajados y asegurar la acción protectora prevista. El producto cumple los parámetros nutricionales y de desempeño lumínico solicitados.;;;;;;;;
ARCHER ECLIPSE ACTIRON;Formulación con Ca-Zn-Mn orientada a uso nutricional y protección frente a alta radiación, adaptada a variante ACTIRON.;ID-40;CALIDAD - ARCHER ECLIPSE ACTIRON AT4;18/03/2025;NOK;PROTEFOAM ESS;0,1;"Ensayo inicial ACTIRON; problemas de compatibilidad y fases por saturación de carbonatos.";ARCHER ECLIPSE ACTIRON;ID-180 || CALIDAD - ID.2025.89 ARCHER ECLIPSE ACTIRON AT4 -F2;Se ha obtenido una solución cálcica enriquecida con Mn y Zn que mantiene fluidez y estabilidad incluso en condiciones de estufa. La sustitución por ACTIRON AT4 ha permitido evitar cuajados y asegurar la acción protectora prevista. El producto cumple los parámetros nutricionales y de desempeño lumínico solicitados.;;;;;;;;
ARCHER ECLIPSE ACTIRON;Formulación con Ca-Zn-Mn orientada a uso nutricional y protección frente a alta radiación, adaptada a variante ACTIRON.;ID-40;CALIDAD - ARCHER ECLIPSE ACTIRON AT4;18/03/2025;NOK;MONOPROPILENGLICOL;0,3;"Ensayo inicial ACTIRON; problemas de compatibilidad y fases por saturación de carbonatos.";ARCHER ECLIPSE ACTIRON;ID-180 || CALIDAD - ID.2025.89 ARCHER ECLIPSE ACTIRON AT4 -F2;Se ha obtenido una solución cálcica enriquecida con Mn y Zn que mantiene fluidez y estabilidad incluso en condiciones de estufa. La sustitución por ACTIRON AT4 ha permitido evitar cuajados y asegurar la acción protectora prevista. El producto cumple los parámetros nutricionales y de desempeño lumínico solicitados.;;;;;;;;
ARCHER ECLIPSE ACTIRON;Formulación con Ca-Zn-Mn orientada a uso nutricional y protección frente a alta radiación, adaptada a variante ACTIRON.;ID-40;CALIDAD - ARCHER ECLIPSE ACTIRON AT4;18/03/2025;NOK;ACIDO INDOL ACETICO (AIA);0,001;"Ensayo inicial ACTIRON; problemas de compatibilidad y fases por saturación de carbonatos.";ARCHER ECLIPSE ACTIRON;ID-180 || CALIDAD - ID.2025.89 ARCHER ECLIPSE ACTIRON AT4 -F2;Se ha obtenido una solución cálcica enriquecida con Mn y Zn que mantiene fluidez y estabilidad incluso en condiciones de estufa. La sustitución por ACTIRON AT4 ha permitido evitar cuajados y asegurar la acción protectora prevista. El producto cumple los parámetros nutricionales y de desempeño lumínico solicitados.;;;;;;;;
ARCHER ECLIPSE ACTIRON;Formulación con Ca-Zn-Mn orientada a uso nutricional y protección frente a alta radiación, adaptada a variante ACTIRON.;ID-40;CALIDAD - ARCHER ECLIPSE ACTIRON AT4;18/03/2025;NOK;MASQUOL A150-40N;3;"Ensayo inicial ACTIRON; problemas de compatibilidad y fases por saturación de carbonatos.";ARCHER ECLIPSE ACTIRON;ID-180 || CALIDAD - ID.2025.89 ARCHER ECLIPSE ACTIRON AT4 -F2;Se ha obtenido una solución cálcica enriquecida con Mn y Zn que mantiene fluidez y estabilidad incluso en condiciones de estufa. La sustitución por ACTIRON AT4 ha permitido evitar cuajados y asegurar la acción protectora prevista. El producto cumple los parámetros nutricionales y de desempeño lumínico solicitados.;;;;;;;;
ARCHER ECLIPSE ACTIRON;Formulación con Ca-Zn-Mn orientada a uso nutricional y protección frente a alta radiación, adaptada a variante ACTIRON.;ID-40;CALIDAD - ARCHER ECLIPSE ACTIRON AT4;18/03/2025;NOK;EXTRACTO POLVO DE ESPINO NEGRO;0,1;"Ensayo inicial ACTIRON; problemas de compatibilidad y fases por saturación de carbonatos.";ARCHER ECLIPSE ACTIRON;ID-180 || CALIDAD - ID.2025.89 ARCHER ECLIPSE ACTIRON AT4 -F2;Se ha obtenido una solución cálcica enriquecida con Mn y Zn que mantiene fluidez y estabilidad incluso en condiciones de estufa. La sustitución por ACTIRON AT4 ha permitido evitar cuajados y asegurar la acción protectora prevista. El producto cumple los parámetros nutricionales y de desempeño lumínico solicitados.;;;;;;;;
ARCHER ECLIPSE ACTIRON;Formulación con Ca-Zn-Mn orientada a uso nutricional y protección frente a alta radiación, adaptada a variante ACTIRON.;ID-40;CALIDAD - ARCHER ECLIPSE ACTIRON AT4;18/03/2025;NOK;EXTRACTO DE POLVO DE CSLB-P;0,1;"Ensayo inicial ACTIRON; problemas de compatibilidad y fases por saturación de carbonatos.";ARCHER ECLIPSE ACTIRON;ID-180 || CALIDAD - ID.2025.89 ARCHER ECLIPSE ACTIRON AT4 -F2;Se ha obtenido una solución cálcica enriquecida con Mn y Zn que mantiene fluidez y estabilidad incluso en condiciones de estufa. La sustitución por ACTIRON AT4 ha permitido evitar cuajados y asegurar la acción protectora prevista. El producto cumple los parámetros nutricionales y de desempeño lumínico solicitados.;;;;;;;;
ARCHER ECLIPSE ACTIRON;Formulación con Ca-Zn-Mn orientada a uso nutricional y protección frente a alta radiación, adaptada a variante ACTIRON.;ID-40;CALIDAD - ARCHER ECLIPSE ACTIRON AT4;18/03/2025;NOK;ACTIRON AT4;1,75;"Ensayo inicial ACTIRON; problemas de compatibilidad y fases por saturación de carbonatos.";ARCHER ECLIPSE ACTIRON;ID-180 || CALIDAD - ID.2025.89 ARCHER ECLIPSE ACTIRON AT4 -F2;Se ha obtenido una solución cálcica enriquecida con Mn y Zn que mantiene fluidez y estabilidad incluso en condiciones de estufa. La sustitución por ACTIRON AT4 ha permitido evitar cuajados y asegurar la acción protectora prevista. El producto cumple los parámetros nutricionales y de desempeño lumínico solicitados.;;;;;;;;
ARCHER ECLIPSE ACTIRON;Formulación con Ca-Zn-Mn orientada a uso nutricional y protección frente a alta radiación, adaptada a variante ACTIRON.;ID-40;CALIDAD - ARCHER ECLIPSE ACTIRON AT4;18/03/2025;NOK;PARSOL MCX OCTINOXATO;0,8;"Ensayo inicial ACTIRON; problemas de compatibilidad y fases por saturación de carbonatos.";ARCHER ECLIPSE ACTIRON;ID-180 || CALIDAD - ID.2025.89 ARCHER ECLIPSE ACTIRON AT4 -F2;Se ha obtenido una solución cálcica enriquecida con Mn y Zn que mantiene fluidez y estabilidad incluso en condiciones de estufa. La sustitución por ACTIRON AT4 ha permitido evitar cuajados y asegurar la acción protectora prevista. El producto cumple los parámetros nutricionales y de desempeño lumínico solicitados.;;;;;;;;
ARCHER ECLIPSE ACTIRON;Formulación con Ca-Zn-Mn orientada a uso nutricional y protección frente a alta radiación, adaptada a variante ACTIRON.;ID-40;CALIDAD - ARCHER ECLIPSE ACTIRON AT4;18/03/2025;NOK;CARBONATO CALCICO BRENNTAG MICRAJE FINO;59,1;"Ensayo inicial ACTIRON; problemas de compatibilidad y fases por saturación de carbonatos.";ARCHER ECLIPSE ACTIRON;ID-180 || CALIDAD - ID.2025.89 ARCHER ECLIPSE ACTIRON AT4 -F2;Se ha obtenido una solución cálcica enriquecida con Mn y Zn que mantiene fluidez y estabilidad incluso en condiciones de estufa. La sustitución por ACTIRON AT4 ha permitido evitar cuajados y asegurar la acción protectora prevista. El producto cumple los parámetros nutricionales y de desempeño lumínico solicitados.;;;;;;;;
ARCHER ECLIPSE ACTIRON;Formulación con Ca-Zn-Mn orientada a uso nutricional y protección frente a alta radiación, adaptada a variante ACTIRON.;ID-40;CALIDAD - ARCHER ECLIPSE ACTIRON AT4;18/03/2025;NOK;CARBONATO DE MANGANESO;1,13;"Ensayo inicial ACTIRON; problemas de compatibilidad y fases por saturación de carbonatos.";ARCHER ECLIPSE ACTIRON;ID-180 || CALIDAD - ID.2025.89 ARCHER ECLIPSE ACTIRON AT4 -F2;Se ha obtenido una solución cálcica enriquecida con Mn y Zn que mantiene fluidez y estabilidad incluso en condiciones de estufa. La sustitución por ACTIRON AT4 ha permitido evitar cuajados y asegurar la acción protectora prevista. El producto cumple los parámetros nutricionales y de desempeño lumínico solicitados.;;;;;;;;
ARCHER ECLIPSE ACTIRON;Formulación con Ca-Zn-Mn orientada a uso nutricional y protección frente a alta radiación, adaptada a variante ACTIRON.;ID-40;CALIDAD - ARCHER ECLIPSE ACTIRON AT4;18/03/2025;NOK;CERACOL 79;0,25;"Ensayo inicial ACTIRON; problemas de compatibilidad y fases por saturación de carbonatos.";ARCHER ECLIPSE ACTIRON;ID-180 || CALIDAD - ID.2025.89 ARCHER ECLIPSE ACTIRON AT4 -F2;Se ha obtenido una solución cálcica enriquecida con Mn y Zn que mantiene fluidez y estabilidad incluso en condiciones de estufa. La sustitución por ACTIRON AT4 ha permitido evitar cuajados y asegurar la acción protectora prevista. El producto cumple los parámetros nutricionales y de desempeño lumínico solicitados.;;;;;;;;
ARCHER ECLIPSE ACTIRON;Formulación con Ca-Zn-Mn orientada a uso nutricional y protección frente a alta radiación, adaptada a variante ACTIRON.;ID-40;CALIDAD - ARCHER ECLIPSE ACTIRON AT4;18/03/2025;NOK;GOMA XANTANA;0,1;"Ensayo inicial ACTIRON; problemas de compatibilidad y fases por saturación de carbonatos.";ARCHER ECLIPSE ACTIRON;ID-180 || CALIDAD - ID.2025.89 ARCHER ECLIPSE ACTIRON AT4 -F2;Se ha obtenido una solución cálcica enriquecida con Mn y Zn que mantiene fluidez y estabilidad incluso en condiciones de estufa. La sustitución por ACTIRON AT4 ha permitido evitar cuajados y asegurar la acción protectora prevista. El producto cumple los parámetros nutricionales y de desempeño lumínico solicitados.;;;;;;;;
ARCHER ECLIPSE ACTIRON;Formulación con Ca-Zn-Mn orientada a uso nutricional y protección frente a alta radiación, adaptada a variante ACTIRON.;ID-40;CALIDAD - ARCHER ECLIPSE ACTIRON AT4;18/03/2025;NOK;MONOPROPILENGLICOL;0,7;"Ensayo inicial ACTIRON; problemas de compatibilidad y fases por saturación de carbonatos.";ARCHER ECLIPSE ACTIRON;ID-180 || CALIDAD - ID.2025.89 ARCHER ECLIPSE ACTIRON AT4 -F2;Se ha obtenido una solución cálcica enriquecida con Mn y Zn que mantiene fluidez y estabilidad incluso en condiciones de estufa. La sustitución por ACTIRON AT4 ha permitido evitar cuajados y asegurar la acción protectora prevista. El producto cumple los parámetros nutricionales y de desempeño lumínico solicitados.;;;;;;;;
ARCHER ECLIPSE ACTIRON;Formulación con Ca-Zn-Mn orientada a uso nutricional y protección frente a alta radiación, adaptada a variante ACTIRON.;ID-40;CALIDAD - ARCHER ECLIPSE ACTIRON AT4;18/03/2025;NOK;PROX-AM 162S;1,2;"Ensayo inicial ACTIRON; problemas de compatibilidad y fases por saturación de carbonatos.";ARCHER ECLIPSE ACTIRON;ID-180 || CALIDAD - ID.2025.89 ARCHER ECLIPSE ACTIRON AT4 -F2;Se ha obtenido una solución cálcica enriquecida con Mn y Zn que mantiene fluidez y estabilidad incluso en condiciones de estufa. La sustitución por ACTIRON AT4 ha permitido evitar cuajados y asegurar la acción protectora prevista. El producto cumple los parámetros nutricionales y de desempeño lumínico solicitados.;;;;;;;;
ARCHER ECLIPSE ACTIRON;Formulación con Ca-Zn-Mn orientada a uso nutricional y protección frente a alta radiación, adaptada a variante ACTIRON.;ID-180;CALIDAD - ID.2025.89 ARCHER ECLIPSE ACTIRON AT4 -F2;12/08/2025;LIBERADO;AGUA INICIAL;29,469;"Ajustada para compatibilidad; evita precipitación de micronutrientes por pH controlado.";ARCHER ECLIPSE ACTIRON;ID-180 || CALIDAD - ID.2025.89 ARCHER ECLIPSE ACTIRON AT4 -F2;Se ha obtenido una solución cálcica enriquecida con Mn y Zn que mantiene fluidez y estabilidad incluso en condiciones de estufa. La sustitución por ACTIRON AT4 ha permitido evitar cuajados y asegurar la acción protectora prevista. El producto cumple los parámetros nutricionales y de desempeño lumínico solicitados.;;;;;;;;
ARCHER ECLIPSE ACTIRON;Formulación con Ca-Zn-Mn orientada a uso nutricional y protección frente a alta radiación, adaptada a variante ACTIRON.;ID-180;CALIDAD - ID.2025.89 ARCHER ECLIPSE ACTIRON AT4 -F2;12/08/2025;LIBERADO;OXIDO ZINC;1,9;"Ajustada para compatibilidad; evita precipitación de micronutrientes por pH controlado.";ARCHER ECLIPSE ACTIRON;ID-180 || CALIDAD - ID.2025.89 ARCHER ECLIPSE ACTIRON AT4 -F2;Se ha obtenido una solución cálcica enriquecida con Mn y Zn que mantiene fluidez y estabilidad incluso en condiciones de estufa. La sustitución por ACTIRON AT4 ha permitido evitar cuajados y asegurar la acción protectora prevista. El producto cumple los parámetros nutricionales y de desempeño lumínico solicitados.;;;;;;;;
ARCHER ECLIPSE ACTIRON;Formulación con Ca-Zn-Mn orientada a uso nutricional y protección frente a alta radiación, adaptada a variante ACTIRON.;ID-180;CALIDAD - ID.2025.89 ARCHER ECLIPSE ACTIRON AT4 -F2;12/08/2025;LIBERADO;BIOPOL KF78;0,2;"Ajustada para compatibilidad; evita precipitación de micronutrientes por pH controlado.";ARCHER ECLIPSE ACTIRON;ID-180 || CALIDAD - ID.2025.89 ARCHER ECLIPSE ACTIRON AT4 -F2;Se ha obtenido una solución cálcica enriquecida con Mn y Zn que mantiene fluidez y estabilidad incluso en condiciones de estufa. La sustitución por ACTIRON AT4 ha permitido evitar cuajados y asegurar la acción protectora prevista. El producto cumple los parámetros nutricionales y de desempeño lumínico solicitados.;;;;;;;;
ARCHER ECLIPSE ACTIRON;Formulación con Ca-Zn-Mn orientada a uso nutricional y protección frente a alta radiación, adaptada a variante ACTIRON.;ID-180;CALIDAD - ID.2025.89 ARCHER ECLIPSE ACTIRON AT4 -F2;12/08/2025;LIBERADO;PROTEFOAM ESS;0,1;"Ajustada para compatibilidad; evita precipitación de micronutrientes por pH controlado.";ARCHER ECLIPSE ACTIRON;ID-180 || CALIDAD - ID.2025.89 ARCHER ECLIPSE ACTIRON AT4 -F2;Se ha obtenido una solución cálcica enriquecida con Mn y Zn que mantiene fluidez y estabilidad incluso en condiciones de estufa. La sustitución por ACTIRON AT4 ha permitido evitar cuajados y asegurar la acción protectora prevista. El producto cumple los parámetros nutricionales y de desempeño lumínico solicitados.;;;;;;;;
